,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
4194,161,Station Rue,Charlotte,Wall,15,Daughter,NA,Female,Student,None,NA
4195,161,Station Rue,Lesley,Wall,11,Daughter,NA,Female,Student,None,NA
4196,161,Station Rue,Chelsea,Wall,9,Daughter,NA,Female,Student,None,NA
4197,162,Station Rue,Mark,Carr,75,Head,Married,Male,Retired Astronomer,None,Christian
4198,162,Station Rue,Tracey,Carr,68,Wife,Married,Female,Retired Geoscientist,None,Christian
4199,163,Station Rue,Zoe,Sutton,43,Head,Single,Female,Research scientist (life sciences),None,Methodist
4200,163,Station Rue,Gavin,Reeves,47,Partner,Single,Male,Film/video editor,None,None
4201,163,Station Rue,James,Palmer,9,Son,NA,Male,Student,None,NA
4202,163,Station Rue,Ben,Palmer,8,Son,NA,Male,Student,None,NA
4203,164,Station Rue,Shirley,Russell,40,Head,Single,Female,Unemployed,None,None
4204,164,Station Rue,Sarah,Scott,19,Lodger,Divorced,Female,University Student,None,Christian
4205,164,Station Rue,Elliott,Smith,50,Lodger,Single,Male,Magazine journalist,None,None
4206,164,Station Rue,Maureen,Russell,53,Lodger,Single,Female,Dealer,None,Christian
4207,165,Station Rue,Charlene,Lord,62,Head,Single,Female,Multimedia programmer,None,Catholic
4208,165,Station Rue,Hilary,Lord,37,Daughter,Divorced,Female,Unemployed,None,Catholic
4209,166,Station Rue,Susan,Turner,74,Head,Single,Female,Retired Printmaker,None,Christian
4210,167,Station Rue,Judith,Fletcher-Wheeler,45,Head,Married,Female,"Engineer, agricultural",None,Catholic
4211,167,Station Rue,Sandra,Fletcher-Wheeler,47,Wife,Married,female,Physiological scientist,None,Catholic
4212,167,Station Rue,Heather,Fletcher-Wheeler,14,Daughter,NA,Female,Student,None,NA
4213,167,Station Rue,Andrew,Fletcher-Wheeler,13,Son,NA,Male,Student,None,NA
4214,167,Station Rue,Conor,Wright-Fletcher-Wheeler,12,Son,NA,Male,Student,None,NA
4215,168,Station Rue,Trevor,Davey,44,Head,Married,Male,Podiatrist,None,Methodist
4216,168,Station Rue,Joyce,Davey,44,Wife,Married,Female,"Scientist, audiological",None,None
4217,169,Station Rue,Ashleigh,Buckley,42,Head,Single,Female,"Buyer, industrial",None,Christian
4218,170,Station Rue,Charlene,Cunningham,52,Head,Single,Female,Fisheries officer,None,Christian
4219,170,Station Rue,Douglas,Webb,9,Grandson,NA,Male,Student,None,NA
4220,171,Station Rue,Naomi,Mahmood,20,Head,Married,female,University Student,None,Methodist
4221,171,Station Rue,Gerald,Mahmood,22,Husband,Married,Male,University Student,None,Methodist
4222,172,Station Rue,Liam,Thompson,52,Head,Divorced,Male,Restaurant manager,None,Christian
4223,172,Station Rue,Leonard,Thompson,21,Son,Divorced,Male,University Student,None,None
4224,172,Station Rue,Alison,Thompson,21,Daughter,Divorced,Female,University Student,None,Christian
4225,172,Station Rue,Emma,Thompson,19,Daughter,Single,Female,University Student,None,Christian
4226,172,Station Rue,Lucy,Marsh-Thompson,15,Daughter,NA,Female,Student,None,NA
4227,173,Station Rue,Yvonne,Sharp,67,Head,Married,Female,"Pharmacist, hospital",None,None
4228,173,Station Rue,Lee,Sharp,75,Husband,Married,Male,Retired Education administrator,None,None
4229,174,Station Rue,Carole,Bond,74,Head,Married,Female,Retired Product manager,None,None
4230,174,Station Rue,Ryan,Bond,79,Husband,Married,Male,"Retired Engineer, electronics",None,None
4231,175,Station Rue,Tracey,Turner,65,Head,Divorced,Female,Applications developer,None,None
4232,175,Station Rue,Kimberley,Lawrence,13,Granddaughter,NA,Female,Student,None,NA
4233,176,Station Rue,Nicole,Bailey,62,Head,Married,female,Volunteer coordinator,None,Christian
4234,176,Station Rue,Cameron,Bailey,67,Husband,Married,Male,Barista,None,Christian
4235,176,Station Rue,Georgia,Bailey,45,Daughter,Single,Female,Data processing manager,None,Christian
4236,176,Station Rue,Aimee,Bailey,38,Daughter,Divorced,Female,Legal secretary,None,Christian
4237,177,Station Rue,Clare,Bishop,39,Head,Single,Female,Broadcast engineer,None,Catholic
4238,177,Station Rue,William,Thomas,48,Partner,Single,Male,Radio producer,None,Catholic
4239,177,Station Rue,Luke,Bishop,22,Son,Single,Male,University Student,None,Catholic
4240,177,Station Rue,Gillian,Bishop,3,Daughter,NA,Female,Child,None,NA
4241,178,Station Rue,Sean,Bevan,83,Head,Divorced,Male,Retired Insurance underwriter,None,Catholic
4242,179,Station Rue,Tracey,Allan,50,Head,Divorced,Female,Unemployed,None,Methodist
4243,179,Station Rue,Samantha,Allan,14,Daughter,NA,Female,Student,None,NA
4244,179,Station Rue,Zoe,Allan,11,Daughter,NA,Female,Student,None,NA
4245,180,Station Rue,Stacey,Wyatt,80,Head,Widowed,Female,"Retired Therapist, occupational",None,None
4246,181,Station Rue,Jake,West,55,Head,Married,Male,Nature conservation officer,None,Christian
4247,181,Station Rue,Leanne,West,53,Wife,Married,Female,"Accountant, chartered public finance",None,None
4248,182,Station Rue,Stephanie,Peters,45,Head,Single,Female,"Psychologist, sport and exercise",None,None
4249,182,Station Rue,Kate,Peters,14,Daughter,NA,Female,Student,None,NA
4250,182,Station Rue,Danielle,Peters,11,Daughter,NA,female,Student,None,NA
4251,183,Station Rue,Josephine,King,27,Head,Married,Female,Hydrologist,None,Christian
4252,183,Station Rue,Benjamin,King,31,Husband,Married,Male,"Engineer, automotive",None,None
4253,184,Station Rue,Kathleen,Bates,52,Head,Single,Female,Unemployed,None,None
4254,184,Station Rue,Bernard,Bates,24,Son,Single,Male,Music tutor,None,None
4255,185,Station Rue,Beth,Newton,41,Head,Divorced,Female,Seismic interpreter,None,None
4256,185,Station Rue,Stanley,Newton,14,Son,NA,Male,Student,None,NA
4257,186,Station Rue,Francesca,Reeves,21,Head,Divorced,Female,Unemployed,None,None
4258,186,Station Rue,Cameron,Reeves,2,Son,NA,Male,Child,None,NA
4259,187,Station Rue,Caroline,Griffiths,55,Head,Single,Female,Mudlogger,None,Christian
4260,187,Station Rue,Charlie,Hunt,68,Partner,Single,Male,Retired Pensions consultant,None,Christian
4261,188,Station Rue,Harriet,Taylor,56,Head,Married,F,"Optician, dispensing",None,Christian
4262,188,Station Rue,Paul,Taylor,58,Husband,Married,male,Tax inspector,None,Christian
4263,188,Station Rue,Megan,Taylor,24,Daughter,Single,Female,Chartered loss adjuster,None,Christian
4264,188,Station Rue,Owen,Taylor,22,Son,Divorced,Male,University Student,None,None
4265,188,Station Rue,Phillip,Taylor,22,Son,Single,Male,University Student,None,Christian
4266,189,Station Rue,Barry,Carter,72,Head,Married,Male,Retired Surgeon,None,Methodist
4267,189,Station Rue,Janice,Carter,69,Wife,Married,Female,Retired Retail buyer,None,Methodist
4268,190,Station Rue,Leanne,Douglas,34,Head,Divorced,Female,Unemployed,None,Methodist
4269,190,Station Rue,Lewis,Douglas,18,Son,Single,Male,Student,None,None
4270,190,Station Rue,Brian,Douglas,12,Son,NA,Male,Student,None,NA
4271,190,Station Rue,Jeffrey,Douglas,10,Son,NA,Male,Student,None,NA
4272,190,Station Rue,Sandra,Douglas,8,Daughter,NA,Female,Student,None,NA
4273,191,Station Rue,Karen,Gardner,63,Head,Single,Female,Surgeon,None,Christian
4274,191,Station Rue,Bethan,Chandler,56,None,Single,Female,Unemployed,None,Christian
4275,1,Upland Mountain,Guy,Chamberlain,25,Head,Single,Male,Chief Marketing Officer,None,Catholic
4276,1,Upland Mountain,Damien,Smith,42,None,Single,Male,Town planner,None,Christian
4277,2,Upland Mountain,Shannon,Harris,44,Head,Married,Female,Veterinary surgeon,None,None
4278,2,Upland Mountain,Billy,Harris,52,Husband,Married,Male,Minerals surveyor,None,None
4279,2,Upland Mountain,Paula,Jones,14,Daughter,NA,Female,Student,None,NA
4280,2,Upland Mountain,Sophie,Jones,13,Daughter,NA,Female,Student,None,NA
4281,3,Upland Mountain,Harriet,Williams,75,Head,Married,Female,Retired Warden/ranger,None,Methodist
4282,3,Upland Mountain,Mitchell,Williams,76,Husband,Married,Male,Retired Advice worker,None,None
4283,3,Upland Mountain,Caroline,Jordan,23,Granddaughter,Single,Female,Quantity surveyor,None,Methodist
4284,3,Upland Mountain,Vincent,Bibi-Jordan,20,Grandson,Widowed,Male,University Student,None,Methodist
4285,4,Upland Mountain,Amy,Smith,68,Head,Widowed,Female,Unemployed,None,Christian
4286,4,Upland Mountain,Sharon,Smith,44,Daughter,Single,Female,Equities trader,None,None
4287,4,Upland Mountain,Anthony,Smith,40,Son,Single,Male,Counselling psychologist,None,Christian
4288,4,Upland Mountain,Leonard,Smith,36,Son,Divorced,Male,Patent attorney,None,None
4289,5,Upland Mountain,Bethan,Scott,42,Head,Single,Female,Theatre manager,None,Methodist
4290,5,Upland Mountain,Charlene,Charlton,46,None,Single,Female,Waste management officer,None,Methodist
4291,5,Upland Mountain,Wayne,Lowe,34,None,Single,Male,Unemployed,None,Christian
4292,5,Upland Mountain,Sophie,Harding,34,None,Single,Female,Visual merchandiser,None,None
4293,6,Upland Mountain,Ann,Davidson,52,Head,Married,Female,Child psychotherapist,None,Methodist
4294,6,Upland Mountain,Graham,Davidson,49,Husband,Married,Male,Land,None,Methodist
4295,6,Upland Mountain,Harry,Davidson,29,Son,Single,Male,Unemployed,None,Methodist
4296,6,Upland Mountain,Carolyn,Davidson,25,Daughter,Divorced,Female,Unemployed,None,None
4297,6,Upland Mountain,Iain,Davidson,24,Son,Single,Male,"Therapist, sports",None,Methodist
4298,6,Upland Mountain,Beth,Davidson,22,Daughter,Single,Female,University Student,None,None
4299,7,Upland Mountain,Melanie,Kelly,32,Head,Married,Female,Microbiologist,None,Catholic
4300,7,Upland Mountain,Neil,Kelly,37,Husband,Married,Male,"Scientist, physiological",None,Catholic
4301,7,Upland Mountain,Cheryl,Kelly,0,Daughter,NA,Female,Child,None,NA
4302,7,Upland Mountain,Elliot,Haynes,22,Lodger,Single,Male,University Student,None,None
4303,7,Upland Mountain,Paula,Watson,54,Sibling,Single,Female,"Embryologist, clinical",None,Christian
4304,7,Upland Mountain,Christian,Ward,48,Lodger,Single,Male,Unemployed,None,None
4305,8,Upland Mountain,Tina,Cooper,50,Head,Single,Female,Unemployed,None,Catholic
4306,8,Upland Mountain,Francis,Cooper,16,Son,NA,Male,Student,None,NA
4307,8,Upland Mountain,Kirsty,Cooper,12,Daughter,NA,Female,Student,None,NA
4308,9,Upland Mountain,Eleanor,Smart,29,Head,Married,Female,Unemployed,None,None
4309,9,Upland Mountain,Denis,Smart,30,Husband,Married,Male,"Engineer, materials",None,None
4310,9,Upland Mountain,Michelle,Smart,3,Daughter,NA,Female,Child,None,NA
4311,9,Upland Mountain,Callum,Pickering,32,Lodger,Single,Male,Data processing manager,None,Christian
4312,10,Upland Mountain,Brian,Harrison,24,Head,Single,male,Trade union research officer,None,Muslim
4313,11,Upland Mountain,Anna,Grant,22,Head,Married,Female,University Student,None,None
4314,11,Upland Mountain,Terry,Grant,23,Husband,Married,Male,Volunteer coordinator,None,None
4315,12,Upland Mountain,Barry,Howell,61,Head,Married,Male,Toxicologist,None,Methodist
4316,12,Upland Mountain,Jacqueline,Howell,59,Wife,Married,Female,General practice doctor,None,None
4317,12,Upland Mountain,Thomas,Howell,30,Son,Single,Male,"Sales professional, IT",None,Methodist
4318,13,Upland Mountain,Harriet,Payne,54,Head,Married,F,Sports development officer,None,Sikh
4319,13,Upland Mountain,Kyle,Payne,57,Husband,Married,Male,Unemployed,None,Sikh
4320,13,Upland Mountain,Graham,Payne,31,Son,Single,Male,Clinical research associate,Physical Disability,Catholic
4321,13,Upland Mountain,Frances,Payne,27,Daughter,Divorced,Female,Community pharmacist,None,Christian
4322,13,Upland Mountain,Tina,Payne,0,Daughter,NA,Female,Child,None,NA
4323,14,Upland Mountain,Mitchell,Hamilton,33,Head,Single,Male,Ergonomist,None,None
4324,14,Upland Mountain,Kayleigh,Miller,43,None,Single,Female,Medical illustrator,None,Christian
4325,14,Upland Mountain,Martin,Graham,25,None,Single,Male,Accommodation manager,None,None
4326,14,Upland Mountain,David,Thomas,26,None,Single,Male,Community pharmacist,None,Muslim
4327,14,Upland Mountain,Justin,Brown,26,None,Single,Male,Customer service manager,None,Christian
4328,14,Upland Mountain,Marion,Taylor,39,None,Single,Female,Toxicologist,None,Catholic
4329,15,Upland Mountain,Max,Mason-Brown,32,Head,Divorced,Male,Press sub,None,Catholic
4330,15,Upland Mountain,Patricia,Turner,14,Step-Daughter,NA,Female,Student,None,NA
4331,15,Upland Mountain,Carole,Turner,11,Step-Daughter,NA,Female,Student,None,NA
4332,15,Upland Mountain,Anne,Turner,10,Step-Daughter,NA,Female,Student,None,NA
4333,15,Upland Mountain,Ruth,Turner,10,Step-Daughter,NA,Female,Student,None,NA
4334,16,Upland Mountain,Mathew,Quinn,19,Head,Single,Male,University Student,None,None
4335,16,Upland Mountain,Francesca,Webb,19,None,Single,Female,University Student,None,None
4336,17,Upland Mountain,Kyle,Armstrong,52,Head,Divorced,Male,Sales executive,None,Sikh
4337,17,Upland Mountain,Shaun,Armstrong,16,Son,NA,Male,Student,None,NA
4338,17,Upland Mountain,Kimberley,Armstrong,16,Daughter,NA,Female,Student,None,NA
4339,18,Upland Mountain,Alexandra,Blake,57,Head,Married,Female,Chiropodist,None,Christian
4340,18,Upland Mountain,Marc,Blake,60,Husband,Married,Male,Medical sales representative,None,None
4341,18,Upland Mountain,Christian,Blake,24,Son,Single,Male,"Engineer, civil (contracting)",None,Christian
4342,18,Upland Mountain,Trevor,Blake,4,Son,NA,Male,Child,None,NA
4343,19,Upland Mountain,Annette,Jackson,64,Head,Single,Female,Mental health nurse,None,Christian
4344,20,Upland Mountain,Julie,Jones,26,Head,Single,Female,Physiological scientist,None,None
4345,20,Upland Mountain,Cameron,Taylor,29,Partner,Single,Male,"Conservator, furniture",None,None
4346,20,Upland Mountain,Jennifer,Jones,4,Daughter,NA,Female,Child,None,NA
4347,20,Upland Mountain,Toby,Jones,2,Son,NA,Male,Child,None,NA
4348,21,Upland Mountain,Jenna,Evans,76,Head,Widowed,Female,Retired Medical secretary,None,Methodist
4349,21,Upland Mountain,Rebecca,Evans,37,Daughter,Single,Female,Information systems manager,None,Methodist
4350,21,Upland Mountain,Clifford,Evans,34,Son,Single,Male,Heritage manager,None,Methodist
4351,22,Upland Mountain,Tony,Smith,67,Head,Widowed,Male,Psychotherapist,None,Catholic
4352,22,Upland Mountain,Peter,Lowe-Smith,16,Grandson,NA,male,Student,None,NA
4353,22,Upland Mountain,Kieran,James,13,Grandson,NA,Male,Student,None,NA
4354,23,Upland Mountain,Kathleen,Leach,35,Head,Married,Female,"Programmer, multimedia",None,None
4355,23,Upland Mountain,Leslie,Leach,28,Husband,Married,Male,Illustrator,None,None
4356,23,Upland Mountain,Denise,Leach,12,Daughter,NA,Female,Student,None,NA
4357,23,Upland Mountain,Gerard,Leach,9,Son,NA,male,Student,None,NA
4358,24,Upland Mountain,Caroline,Smith,51,Head,Single,Female,Podiatrist,None,Catholic
4359,24,Upland Mountain,Ashleigh,Smith,17,Daughter,NA,Female,Student,None,NA
4360,24,Upland Mountain,Jessica,Smith,15,Daughter,NA,Female,Student,None,NA
4361,24,Upland Mountain,Conor,Smith,14,Son,NA,Male,Student,None,NA
4362,24,Upland Mountain,Barbara,Smith,9,Daughter,NA,Female,Student,None,NA
4363,25,Upland Mountain,Lorraine,Burns,29,Head,Divorced,Female,Investment analyst,None,Catholic
4364,25,Upland Mountain,Dean,Burns,3,Son,NA,Male,Child,None,NA
4365,25,Upland Mountain,Ashleigh,Burns,0,Daughter,NA,Female,Child,None,NA
4366,25,Upland Mountain,Louise,Fraser,46,Lodger,Divorced,Female,Personnel officer,None,Christian
4367,25,Upland Mountain,Craig,Jones,29,Lodger,Single,Male,Teaching laboratory technician,None,None
4368,25,Upland Mountain,Ann,Lewis,64,Lodger,Divorced,Female,Ceramics designer,None,Christian
4369,26,Upland Mountain,Graham,Smith,49,Head,Single,male,Risk manager,None,Christian
4370,26,Upland Mountain,Diane,Jackson,44,Partner,Single,Female,Technical sales engineer,None,Christian
4371,26,Upland Mountain,Lynne,Page,14,Daughter,NA,Female,Student,None,NA
4372,27,Upland Mountain,Wendy,Lawrence,47,Head,Divorced,F,Unemployed,None,Catholic
4373,27,Upland Mountain,Marilyn,Lawrence,17,Daughter,NA,Female,Student,None,NA
4374,27,Upland Mountain,Molly,Evans-Lawrence,17,Daughter,NA,f,Student,None,NA
4375,28,Upland Mountain,Frances,Birch,28,Head,Single,female,Medical illustrator,None,Methodist
4376,28,Upland Mountain,Jamie,Dunn,30,Partner,Single,Male,Unemployed,None,Methodist
4377,29,Upland Mountain,Phillip,Simpson,78,Head,Married,male,Retired Maintenance engineer,None,None
4378,29,Upland Mountain,Anne,Thompson,75,Wife,Married,Female,Retired Counsellor,None,None
4379,30,Upland Mountain,Susan,Williams,48,Head,Married,Female,Merchant navy officer,None,None
4380,30,Upland Mountain,Tom,Williams,50,Husband,Married,Male,Drilling engineer,None,None
4381,30,Upland Mountain,Duncan,Williams,9,Grandson,NA,Male,Student,None,NA
4382,31,Upland Mountain,Kerry,Lord,38,Head,Married,Female,Travel agency manager,None,Catholic
4383,31,Upland Mountain,Leon,Cole,41,Husband,Married,Male,Statistician,None,None
4384,31,Upland Mountain,Rhys,Lord,8,Adopted Son,NA,Male,Student,None,NA
4385,31,Upland Mountain,Keith,Lord,6,Son,NA,Male,Student,None,NA
4386,32,Upland Mountain,Mandy,Thompson,52,Head,Single,Female,"Therapist, music",None,None
4387,32,Upland Mountain,Marilyn,Thompson,21,Daughter,Single,female,University Student,None,None
4388,32,Upland Mountain,Shaun,Thompson,17,Son,NA,Male,Student,None,NA
4389,32,Upland Mountain,Alice,Thompson,14,Daughter,NA,Female,Student,None,NA
4390,32,Upland Mountain,Yvonne,Thompson,10,Daughter,NA,Female,Student,None,NA
4391,33,Upland Mountain,Tracey,Smith,37,Head,Married,Female,Environmental consultant,None,None
4392,33,Upland Mountain,Gareth,Smith,39,Husband,Married,Male,Unemployed,None,None
4393,33,Upland Mountain,Garry,Smith,11,Son,NA,Male,Student,None,NA
4394,33,Upland Mountain,Irene,Smith,10,Daughter,NA,Female,Student,None,NA
4395,34,Upland Mountain,Margaret,White,35,Head,Single,Female,Unemployed,None,None
4396,34,Upland Mountain,Jacqueline,Hughes,52,None,Single,Female,Unemployed,None,Christian
4397,34,Upland Mountain,Adam,Murphy,54,None,Single,Male,Emergency planning/management officer,None,None
4398,34,Upland Mountain,Michelle,Smith,48,None,Single,Female,Retail banker,None,Christian
4399,34,Upland Mountain,Stewart,Robson,45,None,Single,Male,Unemployed,None,Catholic
4400,34,Upland Mountain,Billy,Walker,44,None,Single,Male,Industrial/product designer,None,Catholic
4401,35,Upland Mountain,Hugh,Nicholls,66,Head,Married,Male,Geochemist,None,None
4402,35,Upland Mountain,Elaine,Nicholls,65,Wife,Married,Female,"Designer, industrial/product",None,None
4403,35,Upland Mountain,Tom,Nicholls,29,Son,Divorced,Male,"Therapist, nutritional",None,None
4404,35,Upland Mountain,Barry,Nicholls,26,Son,Divorced,Male,Unemployed,None,None
4405,35,Upland Mountain,Dale,Nicholls,6,Son,NA,Male,Student,None,NA
4406,36,Upland Mountain,Carol,Thomson,43,Head,Married,Female,Claims inspector/assessor,None,Catholic
4407,36,Upland Mountain,Robin,Thomson,45,Husband,Married,Male,Corporate investment banker,None,Catholic
4408,36,Upland Mountain,Charlene,Thomson,9,Daughter,NA,Female,Student,None,NA
4409,36,Upland Mountain,Philip,Thomson,5,Son,NA,Male,Student,None,NA
4410,37,Upland Mountain,Ruth,Shaw,37,Head,Married,Female,"Designer, ceramics/pottery",None,Christian
4411,37,Upland Mountain,Darren,Ryan,37,Husband,Married,Male,"Administrator, sports",None,Christian
4412,37,Upland Mountain,Amelia,Shaw,5,Daughter,NA,Female,Student,None,NA
4413,37,Upland Mountain,Abdul,Shaw,1,Son,NA,Male,Child,None,NA
4414,37,Upland Mountain,Edward,Joyce,25,Lodger,Divorced,Male,Astronomer,None,Catholic
4415,37,Upland Mountain,Ben,Parker,48,Lodger,Single,Male,"Designer, industrial/product",None,Catholic
4416,38,Upland Mountain,Kathleen,Hill,31,Head,Single,Female,Rural practice surveyor,None,None
4417,38,Upland Mountain,Lorraine,Hill,10,Daughter,NA,Female,Student,None,NA
4418,38,Upland Mountain,Gareth,Hill,6,Son,NA,Male,Student,None,NA
4419,38,Upland Mountain,Valerie,Hill,1,Daughter,NA,Female,Child,None,NA
4420,39,Upland Mountain,Judith,Palmer,47,Head,Married,Female,Agricultural consultant,None,Methodist
4421,39,Upland Mountain,Darren,Palmer,46,Husband,Married,Male,IT sales professional,None,Methodist
4422,39,Upland Mountain,Iain,Palmer,24,Son,Single,Male,Unemployed,None,Methodist
4423,39,Upland Mountain,Conor,Palmer,0,Son,NA,Male,Child,None,NA
4424,40,Upland Mountain,Maria,Clark-Franklin,62.66664662,Head,Single,Female,Unemployed,None,None
4425,40,Upland Mountain,Trevor,Clark-Franklin,11,Son,NA,Male,Student,None,NA
4426,40,Upland Mountain,Gary,Clark-Franklin,8,Son,NA,Male,Student,None,NA
4427,41,Upland Mountain,Vanessa,Bennett,53,Head,Married,Female,"Engineer, manufacturing systems",None,Pagan
4428,41,Upland Mountain,Rhys,Bennett,57,Husband,Married,Male,Herpetologist,None,Pagan
4429,41,Upland Mountain,Allan,Bennett,19,Nephew,Single,Male,University Student,None,Pagan
4430,41,Upland Mountain,Dominic,Brady,18,Nephew,Single,Male,Student,None,Pagan
4431,42,Upland Mountain,Christine,Gray,40,Head,Single,Female,Museum education officer,None,None
4432,42,Upland Mountain,Melanie,Gray,14,Daughter,NA,Female,Student,None,NA
4433,42,Upland Mountain,Frederick,Gray,11,Son,NA,Male,Student,None,NA
4434,42,Upland Mountain,Barbara,Gray,8,Daughter,NA,Female,Student,None,NA
4435,42,Upland Mountain,Lee,Gray,8,Son,NA,Male,Student,None,NA
4436,42,Upland Mountain,Judith,Gray,7,Daughter,NA,Female,Student,None,NA
4437,43,Upland Mountain,Neil,Simmons,36,Head,Married,Male,Town planner,None,Christian
4438,43,Upland Mountain,Claire,Simmons,30,Wife,Married,Female,"Engineer, energy",None,Christian
4439,43,Upland Mountain,Charlie,Daly,31,Lodger,Single,Male,"Scientist, research (medical)",None,None
4440,43,Upland Mountain,Sam,Perry,51,Lodger,Divorced,Male,Contracting civil engineer,None,Methodist
4441,43,Upland Mountain,Hayley,Dawson,53,Lodger,Single,Female,Unemployed,None,Christian
4442,43,Upland Mountain,Damian,Gilbert,18,Lodger,Single,Male,Student,None,NA
4443,44,Upland Mountain,Valerie,Thomas,68,Head,Widowed,Female,Retired Event organiser,None,Methodist
4444,45,Upland Mountain,Wendy,Mellor,80,Head,Married,Female,Retired Aeronautical engineer,None,Christian
4445,45,Upland Mountain,Connor,Mellor,81,Husband,Married,Male,Retired Naval architect,None,Christian
4446,45,Upland Mountain,Leonard,Mellor,44,Son,Single,Male,Electrical engineer,None,Christian
4447,45,Upland Mountain,Victor,Mellor,42,Son,Divorced,Male,"Sound technician, broadcasting/film/video",None,Christian
4448,45,Upland Mountain,Leslie,Mellor,39,Son,Single,Male,Insurance claims handler,None,Christian
4449,45,Upland Mountain,Christine,Mellor,37,Daughter,Divorced,Female,Unemployed,None,Christian
4450,46,Upland Mountain,Karen,Robertson,22,Head,Married,Female,University Student,None,None
4451,46,Upland Mountain,Jordan,Robertson,26,Husband,Married,Male,Set designer,None,None
4452,46,Upland Mountain,Russell,Robertson,1,Son,NA,Male,Child,None,NA
4453,46,Upland Mountain,Margaret,Riley,30,Cousin,Divorced,Female,Unemployed,None,Catholic
4454,46,Upland Mountain,Nicola,Price,62,Lodger,Single,Female,Gaffer,None,Christian
4455,46,Upland Mountain,Emma,Howell,63,Lodger,Single,Female,Unemployed,None,Christian
4456,47,Upland Mountain,Marion,Jones,25,Head,Married,Female,Sports coach,None,Catholic
4457,47,Upland Mountain,John,Jones-Alexander,29,Husband,Married,Male,Ambulance person,None,Catholic
4458,47,Upland Mountain,Fiona,Jones-Alexander,7,Daughter,NA,Female,Student,None,NA
4459,47,Upland Mountain,Alexandra,Jones-Alexander,3,Daughter,NA,Female,Child,None,NA
4460,47,Upland Mountain,Jodie,Buckley,26,Lodger,Single,Female,Ranger/warden,None,None
4461,48,Upland Mountain,Guy,Riley,78,Head,Widowed,Male,Retired Information officer,None,Catholic
4462,49,Upland Mountain,Ronald,Warren,51,Head,Married,Male,Unemployed,None,Christian
4463,49,Upland Mountain,Georgia,Warren,48,Wife,Married,Female,Press photographer,None,Christian
4464,49,Upland Mountain,Darren,Warren,20,Son,Divorced,Male,University Student,None,Christian
4465,49,Upland Mountain,Martin,Warren,16,Son,NA,Male,Student,None,NA
4466,50,Upland Mountain,Adrian,Smith,47,Head,Divorced,Male,Unemployed,None,Catholic
4467,50,Upland Mountain,Anthony,Smith,22,Son,Single,Male,University Student,None,Catholic
4468,50,Upland Mountain,Margaret,Smith,19,Daughter,Single,Female,University Student,None,None
4469,50,Upland Mountain,Henry,Smith,14,Son,NA,M,Student,None,NA
4470,50,Upland Mountain,Ryan,Smith,14,Son,NA,Male,Student,None,NA
4471,50,Upland Mountain,Tracey,Smith,13,Daughter,NA,Female,Student,None,NA
4472,51,Upland Mountain,Kathryn,Waters,38,Head,Single,Female,"Copywriter, advertising",None,Christian
4473,51,Upland Mountain,Brett,Saunders,41,Partner,Single,Male,"Lecturer, further education",None,None
4474,51,Upland Mountain,Jade,Waters,7,Daughter,NA,Female,Student,None,NA
4475,51,Upland Mountain,Geraldine,Waters,4,Daughter,NA,Female,Child,None,NA
4476,52,Upland Mountain,Lynn,Walker,47,Head,Single,Female,Unemployed,None,Christian
4477,52,Upland Mountain,Emma,Walker,17,Daughter,NA,Female,Student,None,NA
4478,53,Upland Mountain,Debra,Hughes,46,Head,Divorced,Female,Chiropodist,None,None
4479,53,Upland Mountain,Kerry,Hughes,12,Daughter,NA,Female,Student,None,NA
4480,53,Upland Mountain,Melissa,Hughes,8,Daughter,NA,Female,Student,None,NA
4481,53,Upland Mountain,Jane,Hughes,0,Daughter,NA,Female,Child,None,NA
4482,54,Upland Mountain,Marie,Foster,62,Head,Single,Female,"Designer, multimedia",None,None
4483,54,Upland Mountain,Jeffrey,Harrison,52,None,Single,Male,Recruitment consultant,None,Christian
4484,54,Upland Mountain,Joel,Clark,30,None,Single,Male,Chief Operating Officer,None,None
4485,54,Upland Mountain,Joyce,Owen,50,None,Single,Female,Systems developer,None,Catholic
4486,55,Upland Mountain,Valerie,Palmer,73,Head,Married,Female,Retired Learning disability nurse,None,Christian
4487,55,Upland Mountain,Daniel,Palmer,75,Husband,Married,Male,Unemployed,None,None
4488,55,Upland Mountain,Brandon,Palmer,40,Son,Single,Male,Architectural technologist,None,None
4489,55,Upland Mountain,Jonathan,Palmer,36,Son,Single,Male,"Surveyor, minerals",None,Christian
4490,56,Upland Mountain,Jayne,Stewart,45,Head,Married,Female,Purchasing manager,None,Catholic
4491,56,Upland Mountain,Duncan,Stewart,47,Husband,Married,Male,Customer service manager,None,Catholic
4492,56,Upland Mountain,Charlene,Stewart,11,Daughter,NA,Female,Student,None,NA
4493,56,Upland Mountain,George,Stewart,11,Son,NA,Male,Student,None,NA
4494,56,Upland Mountain,Tom,Stewart,9,Son,NA,Male,Student,None,NA
4495,56,Upland Mountain,Jasmine,Stewart,5,Daughter,NA,Female,Student,None,NA
4496,57,Upland Mountain,Charlene,Archer,47,Head,Married,Female,"Administrator, education",None,Methodist
4497,57,Upland Mountain,Mark,Archer,49,Husband,Married,Male,"Teacher, special educational needs",None,Methodist
4498,57,Upland Mountain,Gary,Archer,21,Son,Divorced,Male,University Student,None,Methodist
